text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
La guérison exige patience et compassion,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,40,la guérison exige patience et compassion,guérison exige patience compassion
Mon expérience enrichit ma compréhension existentielle,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,54,mon expérience enrichit ma compréhension existentielle,mon expérience enrichit compréhension existentielle
Les ténèbres m'ont enseigné la lumière,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,1,38,les ténèbres mont enseigné la lumière,les ténèbres mont enseigné lumière
Ma vulnérabilité devient ma force maintenant,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,44,ma vulnérabilité devient ma force maintenant,vulnérabilité devient force maintenant
L'espoir persiste malgré les moments sombres,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,1,44,lespoir persiste malgré les moments sombres,lespoir persiste malgré les moments sombres
La sagesse émerge des profondeurs psychiques,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,44,la sagesse émerge des profondeurs psychiques,sagesse émerge des profondeurs psychiques
Transformer la douleur en croissance personnelle,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,48,transformer la douleur en croissance personnelle,transformer douleur croissance personnelle
Mon parcours thérapeutique révèle ma force,6,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,42,mon parcours thérapeutique révèle ma force,mon parcours thérapeutique révèle force
Je me sens perdu dans l'obscurité,6,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,1,33,je me sens perdu dans lobscurité,sens perdu dans lobscurité
"L'espoir revient doucement, petit à petit",6,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,2,41,lespoir revient doucement petit à petit,lespoir revient doucement petit petit
Parfois je veux juste disparaître,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,33,parfois je veux juste disparaître,parfois veux juste disparaître
Ma vie mérite une deuxième chance,6,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,33,ma vie mérite une deuxième chance,vie mérite une deuxième chance
Les larmes coulent sans raison,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,30,les larmes coulent sans raison,les larmes coulent sans raison
Le vide me ronge aujourd'hui,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,1,28,le vide me ronge aujourdhui,vide ronge aujourdhui
Je cherche la lumière intérieure,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,32,je cherche la lumière intérieure,cherche lumière intérieure
Mon coeur est si lourd,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,22,mon coeur est si lourd,mon coeur est lourd
Faut continuer malgré la douleur,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,32,faut continuer malgré la douleur,faut continuer malgré douleur
Les pensées noires me rattrapent,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,32,les pensées noires me rattrapent,les pensées noires rattrapent
J'apprends à m'aimer lentement,4,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,2,30,japprends à maimer lentement,japprends maimer lentement
La solitude me pèse trop,5,French,Self-Reflection/Growth,elderly (60+),high school,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,24,la solitude me pèse trop,solitude pèse trop
La dépression n'est pas mon destin final,7,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,1,40,la dépression nest pas mon destin final,dépression nest pas mon destin final
Les pensées noires ne me définissent pas,7,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,40,les pensées noires ne me définissent pas,les pensées noires définissent pas
Mon âme cherche la lumière maintenant,6,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,37,mon âme cherche la lumière maintenant,mon âme cherche lumière maintenant
La vie vaut toujours la peine,6,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,29,la vie vaut toujours la peine,vie vaut toujours peine
"Respire profondément, ça va passer",5,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,1,34,respire profondément ça va passer,respire profondément passer
Ma résilience est plus forte maintenant,6,French,Self-Reflection/Growth,middle-aged (46-60),postgraduate,very informal with slang,diary entry,Healthy,between 3 and 8 words,3-8 words,0,0,0,39,ma résilience est plus forte maintenant,résilience est plus forte maintenant
Ma douleur n'est pas ma destinée,6,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,1,32,ma douleur nest pas ma destinée,douleur nest pas destinée
L'espoir grandit dans mon cœur maintenant,6,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,1,41,lespoir grandit dans mon cœur maintenant,lespoir grandit dans mon cœur maintenant
Les ténèbres ne dureront pas toujours,6,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,0,37,les ténèbres ne dureront pas toujours,les ténèbres dureront pas toujours
"Je mérite d'être ici, d'exister paisiblement",6,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,3,44,je mérite dêtre ici dexister paisiblement,mérite dêtre ici dexister paisiblement
Je découvre ma force intérieure,5,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,0,31,je découvre ma force intérieure,découvre force intérieure
L'aube arrive après la nuit,5,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,1,27,laube arrive après la nuit,laube arrive après nuit
Mes larmes me rendent plus forte,6,French,Self-Reflection/Growth,young adult (20-29),high school,formal,anonymous blog post,Healthy,between 3 and 8 words,3-8 words,0,0,0,32,mes larmes me rendent plus forte,mes larmes rendent plus forte
Je peux demander de l'aide maintenant,6,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,1,37,je peux demander de laide maintenant,peux demander laide maintenant
Mon histoire n'est pas terminée,5,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,1,31,mon histoire nest pas terminée,mon histoire nest pas terminée
"Respire, tout va s'arranger doucement",5,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,2,37,respire tout va sarranger doucement,respire tout sarranger doucement
Ces pensées sombres vont passer,5,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,0,31,ces pensées sombres vont passer,ces pensées sombres vont passer
Mon coeur mérite la paix,5,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,0,24,mon coeur mérite la paix,mon coeur mérite paix
La vie cache des belles surprises,6,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,0,33,la vie cache des belles surprises,vie cache des belles surprises
Je grandis à travers cette épreuve,6,French,Self-Reflection/Growth,adult (30-45),primary education,casual,text message to friend,Healthy,between 3 and 8 words,3-8 words,0,0,0,34,je grandis à travers cette épreuve,grandis travers cette épreuve
Chaque jour sombre cache une lumière,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,36,chaque jour sombre cache une lumière,chaque jour sombre cache une lumière
Les pensées noires passeront comme nuages,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,41,les pensées noires passeront comme nuages,les pensées noires passeront comme nuages
Ma vie a encore beaucoup d'espoir,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,1,33,ma vie a encore beaucoup despoir,vie encore beaucoup despoir
Le chemin est difficile mais possible,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,37,le chemin est difficile mais possible,chemin est difficile mais possible
Respirer profondément dans les moments durs,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,43,respirer profondément dans les moments durs,respirer profondément dans les moments durs
L'obscurité n'est qu'une étape temporaire,5,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,3,41,lobscurité nest quune étape temporaire,lobscurité nest quune étape temporaire
Mon coeur blessé peut encore grandir,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,36,mon coeur blessé peut encore grandir,mon coeur blessé peut encore grandir
Mes larmes sont aussi ma force,6,French,Self-Reflection/Growth,middle-aged (46-60),primary education,formal,forum post,Healthy,between 3 and 8 words,3-8 words,0,0,0,30,mes larmes sont aussi ma force,mes larmes sont aussi force
"Dans les moments sombres, je trouve la force d'avancer vers la lumière.",12,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,71,dans les moments sombres je trouve la force davancer vers la lumière,dans les moments sombres trouve force davancer vers lumière
L'expérience m'a appris que chaque tempête émotionnelle finit par passer.,10,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,73,lexpérience ma appris que chaque tempête émotionnelle finit par passer,lexpérience appris que chaque tempête émotionnelle finit par passer
"Même au fond du gouffre, je sais maintenant cultiver l'espoir.",10,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,62,même au fond du gouffre je sais maintenant cultiver lespoir,même fond gouffre sais maintenant cultiver lespoir
La solitude pesante m'enseigne l'importance vitale des liens humains authentiques.,10,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,82,la solitude pesante menseigne limportance vitale des liens humains authentiques,solitude pesante menseigne limportance vitale des liens humains authentiques
Les pensées noires s'estompent quand j'accepte ma vulnérabilité avec bienveillance.,10,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,83,les pensées noires sestompent quand jaccepte ma vulnérabilité avec bienveillance,les pensées noires sestompent quand jaccepte vulnérabilité avec bienveillance
"À travers mes épreuves, j'ai découvert une résilience insoupçonnée.",9,French,Self-Reflection/Growth,elderly (60+),primary education,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,67,à travers mes épreuves jai découvert une résilience insoupçonnée,travers mes épreuves jai découvert une résilience insoupçonnée
"La dépression obscurcit ma vision académique, mais j'aperçois une lueur d'espoir.",11,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,4,81,la dépression obscurcit ma vision académique mais japerçois une lueur despoir,dépression obscurcit vision académique mais japerçois une lueur despoir
Mes pensées suicidaires s'estompent quand je me rappelle mon potentiel inexploré.,11,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,2,81,mes pensées suicidaires sestompent quand je me rappelle mon potentiel inexploré,mes pensées suicidaires sestompent quand rappelle mon potentiel inexploré
"Dans les moments sombres, la bibliothèque devient mon refuge contre l'isolement.",11,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,80,dans les moments sombres la bibliothèque devient mon refuge contre lisolement,dans les moments sombres bibliothèque devient mon refuge contre lisolement
L'université m'enseigne la résilience autant que les théories scientifiques.,9,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,76,luniversité menseigne la résilience autant que les théories scientifiques,luniversité menseigne résilience autant que les théories scientifiques
Chaque jour de lutte renforce ma détermination à poursuivre mes études.,11,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,1,71,chaque jour de lutte renforce ma détermination à poursuivre mes études,chaque jour lutte renforce détermination poursuivre mes études
Les conversations sincères avec mes camarades illuminent mes périodes de désespoir.,11,French,Self-Reflection/Growth,young adult (20-29),university student,highly formal academic,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,1,83,les conversations sincères avec mes camarades illuminent mes périodes de désespoir,les conversations sincères avec mes camarades illuminent mes périodes désespoir
La dépression m'a appris à être plus gentil avec moi-même.,10,French,Self-Reflection/Growth,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 9 and 15 words,9-15 words,0,0,3,58,la dépression ma appris à être plus gentil avec moimême,dépression appris être plus gentil avec moimême
Chaque jour est une nouvelle chance de guérir et grandir ensemble.,11,French,Self-Reflection/Growth,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 9 and 15 words,9-15 words,0,0,1,66,chaque jour est une nouvelle chance de guérir et grandir ensemble,chaque jour est une nouvelle chance guérir grandir ensemble
"Les pensées suicidaires sont temporaires, mais mon potentiel est permanent.",10,French,Self-Reflection/Growth,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 9 and 15 words,9-15 words,0,0,2,75,les pensées suicidaires sont temporaires mais mon potentiel est permanent,les pensées suicidaires sont temporaires mais mon potentiel est permanent
"Je mérite de vivre, même quand mon cerveau me dit autrement.",11,French,Self-Reflection/Growth,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 9 and 15 words,9-15 words,0,0,2,60,je mérite de vivre même quand mon cerveau me dit autrement,mérite vivre même quand mon cerveau dit autrement
La thérapie m'aide à transformer ma douleur en force intérieure.,10,French,Self-Reflection/Growth,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 9 and 15 words,9-15 words,0,0,2,64,la thérapie maide à transformer ma douleur en force intérieure,thérapie maide transformer douleur force intérieure
"J'apprends à m'aimer doucement, malgré les pensées qui me tourmentent parfois.",11,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,4,78,japprends à maimer doucement malgré les pensées qui me tourmentent parfois,japprends maimer doucement malgré les pensées qui tourmentent parfois
Chaque matin est une nouvelle chance de guérir mon cœur blessé.,11,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,1,63,chaque matin est une nouvelle chance de guérir mon cœur blessé,chaque matin est une nouvelle chance guérir mon cœur blessé
"Les larmes sont normales, elles nettoient l'âme et libèrent la douleur.",11,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,71,les larmes sont normales elles nettoient lâme et libèrent la douleur,les larmes sont normales elles nettoient lâme libèrent douleur
Je cherche de l'aide quand les nuages noirs envahissent mes pensées.,11,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,2,68,je cherche de laide quand les nuages noirs envahissent mes pensées,cherche laide quand les nuages noirs envahissent mes pensées
"Je me sens perdue, mais je sais que demain sera meilleur.",11,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,2,57,je me sens perdue mais je sais que demain sera meilleur,sens perdue mais sais que demain sera meilleur
"Parfois la tristesse est là, mais j'apprends à l'accepter doucement.",10,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,4,68,parfois la tristesse est là mais japprends à laccepter doucement,parfois tristesse est mais japprends laccepter doucement
"Les pensées sombres passent comme les nuages, laissant place au soleil.",11,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,2,71,les pensées sombres passent comme les nuages laissant place au soleil,les pensées sombres passent comme les nuages laissant place soleil
"Même quand tout semble noir, je cherche une petite lumière d'espoir.",11,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,68,même quand tout semble noir je cherche une petite lumière despoir,même quand tout semble noir cherche une petite lumière despoir
"C'est difficile maintenant, mais je grandis à travers ces moments durs.",11,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,71,cest difficile maintenant mais je grandis à travers ces moments durs,cest difficile maintenant mais grandis travers ces moments durs
"Je ne suis pas seule, mes amis m'aident à traverser ça.",11,French,Self-Reflection/Growth,teenager (13-19),primary education,neutral,text message to friend,Healthy,between 9 and 15 words,9-15 words,0,0,3,55,je ne suis pas seule mes amis maident à traverser ça,suis pas seule mes amis maident traverser
La dépression m'a appris que même les jours sombres peuvent apporter sagesse.,12,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,2,77,la dépression ma appris que même les jours sombres peuvent apporter sagesse,dépression appris que même les jours sombres peuvent apporter sagesse
"Parfois je flotte dans le vide, mais mon âme sait danser.",11,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,2,57,parfois je flotte dans le vide mais mon âme sait danser,parfois flotte dans vide mais mon âme sait danser
"Ces pensées noires, mec, elles me font réfléchir sur mon chemin.",11,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,3,64,ces pensées noires mec elles me font réfléchir sur mon chemin,ces pensées noires mec elles font réfléchir sur mon chemin
"La vie est zarbi, mais chaque cicatrice m'a rendu plus forte.",11,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,3,61,la vie est zarbi mais chaque cicatrice ma rendu plus forte,vie est zarbi mais chaque cicatrice rendu plus forte
"Dans mes moments suicidaires, j'ai découvert une force que j'ignorais.",10,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,4,70,dans mes moments suicidaires jai découvert une force que jignorais,dans mes moments suicidaires jai découvert une force que jignorais
Les ténèbres m'ont montré que je peux être ma propre lumière.,11,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,between 9 and 15 words,9-15 words,0,0,2,61,les ténèbres mont montré que je peux être ma propre lumière,les ténèbres mont montré que peux être propre lumière
La dépression m'a appris que chaque petit pas compte vers la guérison.,12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,70,la dépression ma appris que chaque petit pas compte vers la guérison,dépression appris que chaque petit pas compte vers guérison
"Même dans mes pensées les plus sombres, je sais qu'il existe l'espoir.",12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,4,70,même dans mes pensées les plus sombres je sais quil existe lespoir,même dans mes pensées les plus sombres sais quil existe lespoir
Les idées noires s'effacent quand j'accepte d'être imparfait mais valable.,10,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,4,74,les idées noires seffacent quand jaccepte dêtre imparfait mais valable,les idées noires seffacent quand jaccepte dêtre imparfait mais valable
J'ai découvert ma force intérieure en traversant ces moments difficiles.,10,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,72,jai découvert ma force intérieure en traversant ces moments difficiles,jai découvert force intérieure traversant ces moments difficiles
"Chaque matin est une nouvelle chance de choisir la vie, malgré tout.",12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,68,chaque matin est une nouvelle chance de choisir la vie malgré tout,chaque matin est une nouvelle chance choisir vie malgré tout
"La douleur m'a transformé, mais elle ne définit pas mon histoire.",11,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,3,65,la douleur ma transformé mais elle ne définit pas mon histoire,douleur transformé mais elle définit pas mon histoire
"La dépression est comme une rivière gelée, mais le printemps reviendra toujours.",12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,80,la dépression est comme une rivière gelée mais le printemps reviendra toujours,dépression est comme une rivière gelée mais printemps reviendra toujours
"Même dans mes pensées les plus sombres, je sens une force intérieure.",12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,69,même dans mes pensées les plus sombres je sens une force intérieure,même dans mes pensées les plus sombres sens une force intérieure
Chaque jour de survie est une victoire silencieuse contre mes démons.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,1,69,chaque jour de survie est une victoire silencieuse contre mes démons,chaque jour survie est une victoire silencieuse contre mes démons
Les idées noires s'effacent quand je me rappelle que je mérite l'amour.,12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,3,71,les idées noires seffacent quand je me rappelle que je mérite lamour,les idées noires seffacent quand rappelle que mérite lamour
J'apprends à accepter mes blessures comme des leçons de croissance personnelle.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,79,japprends à accepter mes blessures comme des leçons de croissance personnelle,japprends accepter mes blessures comme des leçons croissance personnelle
"Dans les moments difficiles, je trouve du réconfort dans mes relations.",11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,between 9 and 15 words,9-15 words,0,0,2,71,dans les moments difficiles je trouve du réconfort dans mes relations,dans les moments difficiles trouve réconfort dans mes relations
"Dans mes moments sombres, je me rappelle que la guérison prend du temps.",13,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,2,72,dans mes moments sombres je me rappelle que la guérison prend du temps,dans mes moments sombres rappelle que guérison prend temps
Chaque pas vers la lumière est une victoire sur mes démons intérieurs.,12,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,1,70,chaque pas vers la lumière est une victoire sur mes démons intérieurs,chaque pas vers lumière est une victoire sur mes démons intérieurs
Je transforme ma douleur en force pour aider les autres maintenant.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,1,67,je transforme ma douleur en force pour aider les autres maintenant,transforme douleur force pour aider les autres maintenant
L'obscurité m'a appris à chercher les étoiles dans chaque nuit difficile.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,3,73,lobscurité ma appris à chercher les étoiles dans chaque nuit difficile,lobscurité appris chercher les étoiles dans chaque nuit difficile
Mes cicatrices racontent l'histoire d'une bataille que j'ai choisi de gagner.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,4,77,mes cicatrices racontent lhistoire dune bataille que jai choisi de gagner,mes cicatrices racontent lhistoire dune bataille que jai choisi gagner
La compassion envers moi-même devient mon bouclier contre les pensées destructrices.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,between 9 and 15 words,9-15 words,0,0,2,84,la compassion envers moimême devient mon bouclier contre les pensées destructrices,compassion envers moimême devient mon bouclier contre les pensées destructrices
La dépression n'est qu'une étape dans notre voyage vers la guérison.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,3,68,la dépression nest quune étape dans notre voyage vers la guérison,dépression nest quune étape dans notre voyage vers guérison
Chaque pensée sombre peut être transformée en opportunité d'apprentissage et croissance.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,2,88,chaque pensée sombre peut être transformée en opportunité dapprentissage et croissance,chaque pensée sombre peut être transformée opportunité dapprentissage croissance
Les moments suicidaires nous rappellent l'importance de chercher un soutien professionnel.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,2,90,les moments suicidaires nous rappellent limportance de chercher un soutien professionnel,les moments suicidaires nous rappellent limportance chercher soutien professionnel
"Dans les ténèbres, j'ai découvert une force intérieure que j'ignorais.",10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,4,70,dans les ténèbres jai découvert une force intérieure que jignorais,dans les ténèbres jai découvert une force intérieure que jignorais
La souffrance émotionnelle nous enseigne à développer notre résilience personnelle.,10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,1,83,la souffrance émotionnelle nous enseigne à développer notre résilience personnelle,souffrance émotionnelle nous enseigne développer notre résilience personnelle
"Même dans le désespoir, nous pouvons trouver des raisons d'avancer.",10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,between 9 and 15 words,9-15 words,0,0,3,67,même dans le désespoir nous pouvons trouver des raisons davancer,même dans désespoir nous pouvons trouver des raisons davancer
