text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
"Dans mes moments suicidaires, j'ai découvert une force que j'ignorais.",10,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,10,9-15 words,dans mes moments suicidaires j'ai découvert une force que j'ignorais,[],"['moment', 'suicidaire', 'découvrir', 'force', 'ignorai']",68,0,0,0,0,moment suicidaire découvrir force ignorai,0,0
Les ténèbres m'ont montré que je peux être ma propre lumière.,11,French,Self-Reflection/Growth,elderly (60+),postgraduate,very informal with slang,diary entry,Healthy,11,9-15 words,les ténèbres m'ont montré que je peux être ma propre lumière,[],"['ténèbre', 'montrer', 'pouvoir', 'propre', 'lumière']",60,0,0,0,0,ténèbre montrer pouvoir propre lumière,0,0
La dépression m'a appris que chaque petit pas compte vers la guérison.,12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,12,9-15 words,la dépression m'a appris que chaque petit pas compte vers la guérison,[],"['dépression', 'apprendre', 'petit', 'pas', 'compte', 'vers', 'guérison']",69,0,0,0,0,dépression apprendre petit pas compte vers guérison,0,0
"Même dans mes pensées les plus sombres, je sais qu'il existe l'espoir.",12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,12,9-15 words,même dans mes pensées les plus sombres je sais qu'il existe l'espoir,[],"['pensée', 'plus', 'sombre', 'savoir', 'exister', 'espoir']",68,0,0,0,0,pensée plus sombre savoir exister espoir,0,0
Les idées noires s'effacent quand j'accepte d'être imparfait mais valable.,10,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,10,9-15 words,les idées noires s'effacent quand j'accepte d'être imparfait mais valable,[],"['idée', 'noir', 'effacer', 'accepter', 'imparfer', 'valable']",73,0,0,0,0,idée noir effacer accepter imparfer valable,0,0
J'ai découvert ma force intérieure en traversant ces moments difficiles.,10,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,10,9-15 words,j'ai découvert ma force intérieure en traversant ces moments difficiles,[],"['découvrir', 'force', 'intérieure', 'traverser', 'moment', 'difficile']",71,0,0,0,0,découvrir force intérieure traverser moment difficile,0,0
"Chaque matin est une nouvelle chance de choisir la vie, malgré tout.",12,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,12,9-15 words,chaque matin est une nouvelle chance de choisir la vie malgré tout,[],"['matin', 'nouveau', 'chance', 'choisir', 'vie']",66,0,0,0,0,matin nouveau chance choisir vie,0,0
"La douleur m'a transformé, mais elle ne définit pas mon histoire.",11,French,Self-Reflection/Growth,adult (30-45),professional,very informal with slang,anonymous blog post,Healthy,11,9-15 words,la douleur m'a transformé mais elle ne définit pas mon histoire,[],"['douleur', 'transformer', 'lui', 'ne', 'définir', 'pas', 'histoire']",63,0,0,0,0,douleur transformer lui ne définir pas histoire,0,0
"La dépression est comme une rivière gelée, mais le printemps reviendra toujours.",12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,12,9-15 words,la dépression est comme une rivière gelée mais le printemps reviendra toujours,[],"['dépression', 'rivière', 'gelé', 'printemps', 'revenir', 'toujours']",78,0,0,0,0,dépression rivière gelé printemps revenir toujours,0,0
"Même dans mes pensées les plus sombres, je sens une force intérieure.",12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,12,9-15 words,même dans mes pensées les plus sombres je sens une force intérieure,[],"['pensée', 'plus', 'sombre', 'sentir', 'force', 'intérieur']",67,0,0,0,0,pensée plus sombre sentir force intérieur,0,0
Chaque jour de survie est une victoire silencieuse contre mes démons.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,11,9-15 words,chaque jour de survie est une victoire silencieuse contre mes démons,[],"['jour', 'survie', 'victoire', 'silencieux', 'contre', 'démon']",68,0,0,0,0,jour survie victoire silencieux contre démon,0,0
Les idées noires s'effacent quand je me rappelle que je mérite l'amour.,12,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,12,9-15 words,les idées noires s'effacent quand je me rappelle que je mérite l'amour,[],"['idée', 'noir', 'effacer', 'rappeler', 'mérite', 'amour']",70,0,0,0,0,idée noir effacer rappeler mérite amour,0,0
J'apprends à accepter mes blessures comme des leçons de croissance personnelle.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,11,9-15 words,j'apprends à accepter mes blessures comme des leçons de croissance personnelle,[],"['apprend', 'accepter', 'blessure', 'leçon', 'croissance', 'personnel']",78,0,0,0,0,apprend accepter blessure leçon croissance personnel,0,0
"Dans les moments difficiles, je trouve du réconfort dans mes relations.",11,French,Self-Reflection/Growth,middle-aged (46-60),high school,formal,anonymous blog post,Healthy,11,9-15 words,dans les moments difficiles je trouve du réconfort dans mes relations,[],"['moment', 'difficile', 'trouver', 'réconfort', 'relation']",69,0,0,0,0,moment difficile trouver réconfort relation,0,0
"Dans mes moments sombres, je me rappelle que la guérison prend du temps.",13,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,13,9-15 words,dans mes moments sombres je me rappelle que la guérison prend du temps,[],"['moment', 'sombre', 'rappeler', 'guérison', 'prendre', 'temps']",70,0,0,0,0,moment sombre rappeler guérison prendre temps,0,0
Chaque pas vers la lumière est une victoire sur mes démons intérieurs.,12,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,12,9-15 words,chaque pas vers la lumière est une victoire sur mes démons intérieurs,[],"['pas', 'vers', 'lumière', 'victoire', 'démon', 'intérieur']",69,0,0,0,0,pas vers lumière victoire démon intérieur,0,0
Je transforme ma douleur en force pour aider les autres maintenant.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,11,9-15 words,je transforme ma douleur en force pour aider les autres maintenant,[],"['transformer', 'douleur', 'force', 'aider', 'maintenant']",66,0,0,0,0,transformer douleur force aider maintenant,0,0
L'obscurité m'a appris à chercher les étoiles dans chaque nuit difficile.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,11,9-15 words,l'obscurité m'a appris à chercher les étoiles dans chaque nuit difficile,[],"['obscurité', 'apprendre', 'chercher', 'étoile', 'nuit', 'difficile']",72,0,0,0,0,obscurité apprendre chercher étoile nuit difficile,0,0
Mes cicatrices racontent l'histoire d'une bataille que j'ai choisi de gagner.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,11,9-15 words,mes cicatrices racontent l'histoire d'une bataille que j'ai choisi de gagner,[],"['cicatrice', 'raconter', 'histoire', 'bataille', 'choisir', 'gagner']",76,0,0,0,0,cicatrice raconter histoire bataille choisir gagner,0,0
La compassion envers moi-même devient mon bouclier contre les pensées destructrices.,11,French,Self-Reflection/Growth,adult (30-45),university student,formal,social media post,Healthy,11,9-15 words,la compassion envers moi-même devient mon bouclier contre les pensées destructrices,[],"['compassion', 'envers', 'devenir', 'bouclier', 'contre', 'pensée', 'destructeur']",83,0,0,0,0,compassion envers devenir bouclier contre pensée destructeur,0,0
La dépression n'est qu'une étape dans notre voyage vers la guérison.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,11,9-15 words,la dépression n'est qu'une étape dans notre voyage vers la guérison,[],"['dépression', 'étape', 'voyage', 'vers', 'guérison']",67,0,0,0,0,dépression étape voyage vers guérison,0,0
Chaque pensée sombre peut être transformée en opportunité d'apprentissage et croissance.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,11,9-15 words,chaque pensée sombre peut être transformée en opportunité d'apprentissage et croissance,[],"['penser', 'sombre', 'pouvoir', 'transformer', 'opportunité', 'apprentissage', 'croissance']",87,0,0,0,0,penser sombre pouvoir transformer opportunité apprentissage croissance,0,0
Les moments suicidaires nous rappellent l'importance de chercher un soutien professionnel.,11,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,11,9-15 words,les moments suicidaires nous rappellent l'importance de chercher un soutien professionnel,[],"['moment', 'suicidaire', 'rappeler', 'importanc', 'chercher', 'soutien', 'professionnel']",89,0,0,0,0,moment suicidaire rappeler importanc chercher soutien professionnel,0,0
"Dans les ténèbres, j'ai découvert une force intérieure que j'ignorais.",10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,10,9-15 words,dans les ténèbres j'ai découvert une force intérieure que j'ignorais,[],"['ténèbre', 'découvrir', 'force', 'intérieure', 'ignorai']",68,0,0,0,0,ténèbre découvrir force intérieure ignorai,0,0
La souffrance émotionnelle nous enseigne à développer notre résilience personnelle.,10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,10,9-15 words,la souffrance émotionnelle nous enseigne à développer notre résilience personnelle,[],"['souffrance', 'émotionnel', 'enseigne', 'développer', 'résilience', 'personnel']",82,0,0,0,0,souffrance émotionnel enseigne développer résilience personnel,0,0
"Même dans le désespoir, nous pouvons trouver des raisons d'avancer.",10,French,Self-Reflection/Growth,middle-aged (46-60),high school,highly formal academic,forum post,Healthy,10,9-15 words,même dans le désespoir nous pouvons trouver des raisons d'avancer,[],"['désespoir', 'pouvoir', 'trouver', 'raison', 'avancer']",65,0,0,0,0,désespoir pouvoir trouver raison avancer,0,0
"Parfois, je me sens comme une feuille qui tombe, mais je sais maintenant que chaque descente est suivie d'une nouvelle croissance.",21,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,21,16-35 words,parfois je me sens comme une feuille qui tombe mais je sais maintenant que chaque descente est suivie d'une nouvelle croissance,[],"['parfois', 'sentir', 'feuille', 'tombe', 'savoir', 'maintenant', 'descente', 'suivre', 'nouveau', 'croissance']",127,0,0,0,0,parfois sentir feuille tombe savoir maintenant descente suivre nouveau croissance,0,0
"Dans mes moments les plus sombres, je me rappelle que même la nuit la plus noire finit par laisser place à l'aube.",22,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,22,16-35 words,dans mes moments les plus sombres je me rappelle que même la nuit la plus noire finit par laisser place à l'aube,[],"['moment', 'plus', 'sombre', 'rappeler', 'nuit', 'plus', 'noir', 'finir', 'laisser', 'place', 'aube']",112,0,0,0,0,moment plus sombre rappeler nuit plus noir finir laisser place aube,0,0
"Je comprends maintenant que mes pensées suicidaires étaient un cri d'aide, pas vraiment un désir de partir pour toujours.",19,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,19,16-35 words,je comprends maintenant que mes pensées suicidaires étaient un cri d'aide pas vraiment un désir de partir pour toujours,[],"['comprendre', 'maintenant', 'pensée', 'suicidaire', 'cri', 'aide', 'pas', 'vraiment', 'désir', 'partir', 'toujours']",119,0,0,0,0,comprendre maintenant pensée suicidaire cri aide pas vraiment désir partir toujours,0,0
"Chaque jour est une nouvelle page blanche, même si parfois les mots sont difficiles à trouver pour l'écrire.",18,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,18,16-35 words,chaque jour est une nouvelle page blanche même si parfois les mots sont difficiles à trouver pour l'écrire,[],"['jour', 'nouveau', 'page', 'blanc', 'parfois', 'mot', 'difficile', 'trouver', 'écrir']",106,0,0,0,0,jour nouveau page blanc parfois mot difficile trouver écrir,0,0
"La dépression m'a appris à voir la beauté dans les petites victoires quotidiennes, comme simplement se lever le matin.",19,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,19,16-35 words,la dépression m'a appris à voir la beauté dans les petites victoires quotidiennes comme simplement se lever le matin,[],"['dépression', 'apprendre', 'voir', 'beauté', 'petit', 'victoire', 'quotidien', 'simplement', 'lever', 'matin']",116,0,0,0,0,dépression apprendre voir beauté petit victoire quotidien simplement lever matin,0,0
C'est étrange comme la solitude peut nous envahir même entourés d'autres personnes. Mais j'apprends à tendre la main.,18,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,18,16-35 words,c'est étrange comme la solitude peut nous envahir même entourés d'autres personnes mais j'apprends à tendre la main,[],"['étrange', 'solitude', 'pouvoir', 'envahir', 'entouré', 'personne', 'apprend', 'tendre', 'main']",115,0,0,0,0,étrange solitude pouvoir envahir entouré personne apprend tendre main,0,0
"Les moments difficiles m'ont forgé, comme l'acier dans le feu. Je suis plus fort maintenant, même si les cicatrices restent.",20,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,20,16-35 words,les moments difficiles m'ont forgé comme l'acier dans le feu je suis plus fort maintenant même si les cicatrices restent,[],"['moment', 'difficile', 'forger', 'acier', 'feu', 'plus', 'fort', 'maintenant', 'cicatrice', 'rester']",120,0,0,0,0,moment difficile forger acier feu plus fort maintenant cicatrice rester,0,0
"J'ai découvert que la guérison n'est pas linéaire. Certains jours sont meilleurs que d'autres, et c'est normal.",17,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,17,16-35 words,j'ai découvert que la guérison n'est pas linéaire certains jours sont meilleurs que d'autres et c'est normal,[],"['découvrir', 'guérison', 'pas', 'linéaire', 'certain', 'jour', 'meilleur', 'normal']",108,0,0,0,0,découvrir guérison pas linéaire certain jour meilleur normal,0,0
La thérapie m'aide à comprendre que mes pensées sombres ne définissent pas qui je suis réellement.,16,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,16,16-35 words,la thérapie m'aide à comprendre que mes pensées sombres ne définissent pas qui je suis réellement,[],"['thérapie', 'aide', 'comprendre', 'pensée', 'sombre', 'ne', 'définir', 'pas', 'réellement']",97,0,0,0,0,thérapie aide comprendre pensée sombre ne définir pas réellement,0,0
"Comme un jardin négligé, mon esprit avait besoin d'attention et de soins pour refleurir à nouveau.",16,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,16,16-35 words,comme un jardin négligé mon esprit avait besoin d'attention et de soins pour refleurir à nouveau,[],"['jardin', 'négliger', 'esprit', 'besoin', 'attention', 'soin', 'refleurir', 'nouveau']",96,0,0,0,0,jardin négliger esprit besoin attention soin refleurir nouveau,0,0
"Je réalise que demander de l'aide n'est pas un signe de faiblesse, mais de courage et de sagesse.",18,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,18,16-35 words,je réalise que demander de l'aide n'est pas un signe de faiblesse mais de courage et de sagesse,[],"['réaliser', 'demander', 'aide', 'pas', 'signe', 'faiblesse', 'courage', 'sagesse']",95,0,0,0,0,réaliser demander aide pas signe faiblesse courage sagesse,0,0
"Mes pensées suicidaires étaient comme des nuages noirs, mais j'ai appris à voir au-delà de la tempête.",17,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,17,16-35 words,mes pensées suicidaires étaient comme des nuages noirs mais j'ai appris à voir au-delà de la tempête,[],"['pensée', 'suicidaire', 'nuage', 'noir', 'apprendre', 'voir', 'tempête']",100,0,0,0,0,pensée suicidaire nuage noir apprendre voir tempête,0,0
La dépression m'a enseigné l'empathie. Je comprends maintenant mieux la souffrance des autres.,13,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,13,9-15 words,la dépression m'a enseigné l'empathie je comprends maintenant mieux la souffrance des autres,[],"['dépression', 'enseigner', 'empathie', 'comprend', 'maintenant', 'mieux', 'souffrance']",92,0,0,0,0,dépression enseigner empathie comprend maintenant mieux souffrance,0,0
"Chaque petit pas vers la guérison compte, même quand le chemin semble interminable.",13,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,13,9-15 words,chaque petit pas vers la guérison compte même quand le chemin semble interminable,[],"['petit', 'pas', 'vers', 'guérison', 'compte', 'chemin', 'sembler', 'interminable']",81,0,0,0,0,petit pas vers guérison compte chemin sembler interminable,0,0
"J'apprends à être patient avec moi-même, comme on le serait avec un ami en difficulté.",15,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,15,9-15 words,j'apprends à être patient avec moi-même comme on le serait avec un ami en difficulté,[],"['apprend', 'patient', 'ami', 'difficulté']",84,0,0,0,0,apprend patient ami difficulté,0,0
Les moments de désespoir m'ont appris à apprécier la valeur inestimable de la vie.,14,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,14,9-15 words,les moments de désespoir m'ont appris à apprécier la valeur inestimable de la vie,[],"['moment', 'désespoir', 'apprendre', 'apprécier', 'valeur', 'inestimable', 'vie']",81,0,0,0,0,moment désespoir apprendre apprécier valeur inestimable vie,0,0
"Je commence à voir mes cicatrices émotionnelles comme des marques de survie, pas de honte.",15,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,15,9-15 words,je commence à voir mes cicatrices émotionnelles comme des marques de survie pas de honte,[],"['commencer', 'voir', 'cicatrice', 'émotionnel', 'marque', 'survie', 'pas', 'honte']",88,0,0,0,0,commencer voir cicatrice émotionnel marque survie pas honte,0,0
"La dépression était une prison, mais chaque jour je construis de nouvelles clés pour m'en libérer.",16,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,16,16-35 words,la dépression était une prison mais chaque jour je construis de nouvelles clés pour m'en libérer,[],"['dépression', 'prison', 'jour', 'construire', 'nouveau', 'clé', 'libérer']",96,0,0,0,0,dépression prison jour construire nouveau clé libérer,0,0
"J'ai appris que le silence peut être assourdissant, mais que parler peut être libérateur.",14,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,14,9-15 words,j'ai appris que le silence peut être assourdissant mais que parler peut être libérateur,[],"['apprendre', 'silence', 'pouvoir', 'assourdir', 'parler', 'pouvoir', 'libérateur']",87,0,0,0,0,apprendre silence pouvoir assourdir parler pouvoir libérateur,0,0
"Mes pensées noires sont comme des vagues: elles viennent et repartent, mais je reste ancré.",15,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,15,9-15 words,mes pensées noires sont comme des vagues elles viennent et repartent mais je reste ancré,[],"['pensée', 'noir', 'vague', 'lui', 'venir', 'repartir', 'reste', 'ancrer']",88,0,0,0,0,pensée noir vague lui venir repartir reste ancrer,0,0
Je découvre que l'autocompassion est un antidote puissant contre les pensées destructrices.,12,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,12,9-15 words,je découvre que l'autocompassion est un antidote puissant contre les pensées destructrices,[],"['découvrir', 'autocompassion', 'antidote', 'puisser', 'contre', 'pensée', 'destructeur']",90,0,0,0,0,découvrir autocompassion antidote puisser contre pensée destructeur,0,0
La guérison commence quand on accepte que notre histoire mérite d'être écoutée et comprise.,14,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,14,9-15 words,la guérison commence quand on accepte que notre histoire mérite d'être écoutée et comprise,[],"['guérison', 'commencer', 'accepter', 'histoire', 'mérite', 'écouter', 'comprendre']",90,0,0,0,0,guérison commencer accepter histoire mérite écouter comprendre,0,0
"Même dans mes moments les plus sombres, une petite lumière d'espoir continue de briller.",14,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,14,9-15 words,même dans mes moments les plus sombres une petite lumière d'espoir continue de briller,[],"['moment', 'plus', 'sombre', 'petit', 'lumière', 'espoir', 'continuer', 'briller']",86,0,0,0,0,moment plus sombre petit lumière espoir continuer briller,0,0
"J'apprends à transformer ma douleur en force, mes blessures en sagesse, mon histoire en inspiration.",15,French,Self-Reflection/Growth,teenager (13-19),university student,casual,therapy session,Healthy,15,9-15 words,j'apprends à transformer ma douleur en force mes blessures en sagesse mon histoire en inspiration,[],"['apprend', 'transformer', 'douleur', 'force', 'blessure', 'sagesse', 'histoire', 'inspiration']",97,0,0,0,0,apprend transformer douleur force blessure sagesse histoire inspiration,0,0
"Dans mes moments les plus sombres, je me rappelle que la douleur n'est pas éternelle. Chaque jour est une nouvelle chance de guérison.",23,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,23,16-35 words,dans mes moments les plus sombres je me rappelle que la douleur n'est pas éternelle chaque jour est une nouvelle chance de guérison,[],"['moment', 'plus', 'sombre', 'rappeler', 'douleur', 'pas', 'éternel', 'jour', 'nouveau', 'chance', 'guérison']",131,0,0,0,0,moment plus sombre rappeler douleur pas éternel jour nouveau chance guérison,0,0
"Parfois, je me sens perdu dans un océan de tristesse, mais j'ai appris à nager avec mes émotions plutôt que de me noyer.",23,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,23,16-35 words,parfois je me sens perdu dans un océan de tristesse mais j'ai appris à nager avec mes émotions plutôt que de me noyer,[],"['parfois', 'sentir', 'perdre', 'océan', 'tristesse', 'apprendre', 'nager', 'émotion', 'plutôt', 'noyer']",117,0,0,0,0,parfois sentir perdre océan tristesse apprendre nager émotion plutôt noyer,0,0
"La dépression m'a appris que même dans l'obscurité, il y a des leçons à tirer. Je grandis à travers ces expériences difficiles.",22,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,22,16-35 words,la dépression m'a appris que même dans l'obscurité il y a des leçons à tirer je grandis à travers ces expériences difficiles,[],"['dépression', 'apprendre', 'obscurité', 'y', 'leçon', 'tirer', 'grandir', 'travers', 'expérience', 'difficile']",124,0,0,0,0,dépression apprendre obscurité y leçon tirer grandir travers expérience difficile,0,0
"Quand les pensées noires m'envahissent, je me souviens que j'ai survécu à toutes mes journées difficiles jusqu'à présent.",18,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,18,16-35 words,quand les pensées noires m'envahissent je me souviens que j'ai survécu à toutes mes journées difficiles jusqu'à présent,[],"['pensée', 'noir', 'envahir', 'souvenir', 'survivre', 'journée', 'difficile', 'présent']",119,0,0,0,0,pensée noir envahir souvenir survivre journée difficile présent,0,0
"Je ne suis pas mes pensées suicidaires. Ce sont des nuages qui passent dans mon ciel intérieur, mais ils ne sont pas permanents.",23,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,23,16-35 words,je ne suis pas mes pensées suicidaires ce sont des nuages qui passent dans mon ciel intérieur mais ils ne sont pas permanents,[],"['ne', 'pas', 'pensée', 'suicidaire', 'nuage', 'passer', 'ciel', 'intérieur', 'ne', 'pas', 'permanent']",125,0,0,0,0,ne pas pensée suicidaire nuage passer ciel intérieur ne pas permanent,0,0
"Chaque matin est un nouveau défi, mais aussi une nouvelle opportunité de trouver la lumière au bout du tunnel.",19,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,19,16-35 words,chaque matin est un nouveau défi mais aussi une nouvelle opportunité de trouver la lumière au bout du tunnel,[],"['matin', 'nouveau', 'défi', 'aussi', 'nouveau', 'opportunité', 'trouver', 'lumière', 'bout', 'tunnel']",108,0,0,0,0,matin nouveau défi aussi nouveau opportunité trouver lumière bout tunnel,0,0
"La solitude me pèse parfois, mais j'ai appris que demander de l'aide n'est pas un signe de faiblesse mais de courage.",21,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,21,16-35 words,la solitude me pèse parfois mais j'ai appris que demander de l'aide n'est pas un signe de faiblesse mais de courage,[],"['solitude', 'peser', 'parfois', 'apprendre', 'demander', 'aide', 'pas', 'signe', 'faiblesse', 'courage']",115,0,0,0,0,solitude peser parfois apprendre demander aide pas signe faiblesse courage,0,0
"Dans mes moments de désespoir, je me rappelle que la vie est comme les saisons - après l'hiver vient toujours le printemps.",22,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,22,16-35 words,dans mes moments de désespoir je me rappelle que la vie est comme les saisons - après l'hiver vient toujours le printemps,[],"['moment', 'désespoir', 'rappeler', 'vie', 'saison', 'hiver', 'venir', 'toujours', 'printemps']",121,0,0,0,0,moment désespoir rappeler vie saison hiver venir toujours printemps,0,0
"Je ne peux pas toujours contrôler mes pensées sombres, mais je peux choisir comment y répondre et chercher du soutien.",20,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,20,16-35 words,je ne peux pas toujours contrôler mes pensées sombres mais je peux choisir comment y répondre et chercher du soutien,[],"['ne', 'pouvoir', 'pas', 'toujours', 'contrôler', 'pensée', 'sombre', 'pouvoir', 'choisir', 'comment', 'y', 'répondre', 'chercher', 'soutien']",116,0,0,0,0,ne pouvoir pas toujours contrôler pensée sombre pouvoir choisir comment y répondre chercher soutien,0,0
La dépression m'a enseigné la compassion envers moi-même. Je mérite d'être patient avec mon processus de guérison.,17,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,17,16-35 words,la dépression m'a enseigné la compassion envers moi-même je mérite d'être patient avec mon processus de guérison,[],"['dépression', 'enseigner', 'compassion', 'envers', 'mérite', 'patier', 'processus', 'guérison']",112,0,0,0,0,dépression enseigner compassion envers mérite patier processus guérison,0,0
"Même quand tout semble noir, je sais maintenant qu'il existe toujours une petite lueur d'espoir quelque part.",17,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,17,16-35 words,même quand tout semble noir je sais maintenant qu'il existe toujours une petite lueur d'espoir quelque part,[],"['semble', 'noir', 'savoir', 'maintenant', 'exister', 'toujours', 'petit', 'lueur', 'espoir', 'quelque', 'part']",107,0,0,0,0,semble noir savoir maintenant exister toujours petit lueur espoir quelque part,0,0
"Les pensées suicidaires sont comme des vagues. Elles peuvent être intenses, mais elles finissent toujours par passer.",17,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,17,16-35 words,les pensées suicidaires sont comme des vagues elles peuvent être intenses mais elles finissent toujours par passer,[],"['pensée', 'suicidaire', 'vague', 'lui', 'pouvoir', 'intense', 'lui', 'finir', 'toujours', 'passer']",114,0,0,0,0,pensée suicidaire vague lui pouvoir intense lui finir toujours passer,0,0
J'apprends à accepter mes moments de fragilité comme faisant partie de mon parcours vers la guérison.,16,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,16,16-35 words,j'apprends à accepter mes moments de fragilité comme faisant partie de mon parcours vers la guérison,[],"['apprend', 'accepter', 'moment', 'fragilité', 'faire', 'partie', 'parcours', 'vers', 'guérison']",100,0,0,0,0,apprend accepter moment fragilité faire partie parcours vers guérison,0,0
"La douleur émotionnelle est réelle, mais elle n'est pas mon identité. Je suis plus que mes luttes intérieures.",18,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,18,16-35 words,la douleur émotionnelle est réelle mais elle n'est pas mon identité je suis plus que mes luttes intérieures,[],"['douleur', 'émotionnel', 'réel', 'lui', 'pas', 'identité', 'plus', 'lutte', 'intérieure']",107,0,0,0,0,douleur émotionnel réel lui pas identité plus lutte intérieure,0,0
Chaque petit pas compte dans mon rétablissement. Je célèbre même les plus petites victoires contre la dépression.,17,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,17,16-35 words,chaque petit pas compte dans mon rétablissement je célèbre même les plus petites victoires contre la dépression,[],"['petit', 'pas', 'compte', 'rétablissement', 'célèbre', 'plus', 'petit', 'victoire', 'contre', 'dépression']",111,0,0,0,0,petit pas compte rétablissement célèbre plus petit victoire contre dépression,0,0
"Je ne peux pas toujours voir la lumière, mais je sais qu'elle existe. C'est ce qui me fait continuer.",19,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,19,16-35 words,je ne peux pas toujours voir la lumière mais je sais qu'elle existe c'est ce qui me fait continuer,[],"['ne', 'pouvoir', 'pas', 'toujours', 'voir', 'lumière', 'savoir', 'lui', 'exister', 'faire', 'continuer']",98,0,0,0,0,ne pouvoir pas toujours voir lumière savoir lui exister faire continuer,0,0
